facts,longitude,latitude
Alcohol Involvement,-73.9859304,40.7008401
Alcohol Involvement,-73.9962071,40.6817243
Alcohol Involvement,-73.8783762,40.6682327
Prescription Medication,-73.9832638,40.694813
Prescription Medication,-73.8135251,40.7617451
Alcohol Involvement,-73.9170643,40.8636899
Prescription Medication,-73.9945485,40.7707422
Alcohol Involvement,-73.8286787,40.7165581
Prescription Medication,-73.8933748,40.637108
Prescription Medication,-73.9729745,40.5902402
Alcohol Involvement,-73.9735076,40.7437832
Prescription Medication,-73.9392594,40.653267
Prescription Medication,-73.912686,40.6462644
Animals Action,-73.91398,40.8863753
Alcohol Involvement,-73.8968799,40.9010398
Prescription Medication,-73.9090412,40.8060668
Prescription Medication,-73.9740952,40.6433056
Prescription Medication,-73.9698315,40.6931332
Alcohol Involvement,-73.9731855,40.6385239
Alcohol Involvement,-73.9326843,40.7726989
Prescription Medication,-73.9254236,40.6632938
Alcohol Involvement,-73.7813696,40.6867455
Aggressive Driving/Road Rage,-73.9525627,40.6515468
Prescription Medication,-73.9204485,40.6851855
Prescription Medication,-73.7402817,40.6590942
Prescription Medication,-73.9920058,40.7491025
Alcohol Involvement,-73.9337309,40.8493212
Prescription Medication,-73.8989332,40.8210693
Prescription Medication,-73.9836217,40.7497247
Aggressive Driving/Road Rage,-73.9078777,40.6836583
Aggressive Driving/Road Rage,-73.958978,40.6449672
Alcohol Involvement,-73.9393332,40.8416802
Prescription Medication,-73.8296366,40.7585505
Prescription Medication,-74.0934086,40.5852401
Prescription Medication,-73.9709207,40.6265698
Prescription Medication,-74.0121932,40.6398549
Prescription Medication,-73.9287277,40.8667416
Prescription Medication,-73.9899156,40.6336958
Prescription Medication,-73.9480673,40.7459785
Prescription Medication,-73.8996069,40.7408961
Drugs (Illegal),-73.8263754,40.7183973
Prescription Medication,-73.9936167,40.7360047
Prescription Medication,-73.8187575,40.7252647
Prescription Medication,-73.8717926,40.753327
Alcohol Involvement,-73.930381,40.6517331
Prescription Medication,-73.7754962,40.6802181
Prescription Medication,-73.9343336,40.7550155
Prescription Medication,-73.9949711,40.7206259
Prescription Medication,-73.8156373,40.7433175
Alcohol Involvement,-73.9217849,40.6524906
Prescription Medication,-74.0717702,40.5978076
Prescription Medication,-73.9924034,40.7124628
Prescription Medication,-73.9847921,40.7452427
Prescription Medication,-74.0035102,40.7205573
Prescription Medication,-73.924572,40.7692657
Prescription Medication,-73.9406133,40.7477453
Prescription Medication,-73.8797303,40.8768645
Alcohol Involvement,-73.7482068,40.5952705
Prescription Medication,-73.9762346,40.6259754
Prescription Medication,-73.9836267,40.7439442
Prescription Medication,-73.7381752,40.7678648
Aggressive Driving/Road Rage,-73.9373965,40.7489156
Prescription Medication,-73.9339378,40.7428752
Aggressive Driving/Road Rage,-73.9372094,40.7100937
Aggressive Driving/Road Rage,-73.9565804,40.696785
Alcohol Involvement,-73.9099175,40.8258487
Fell Asleep,-73.9656248,40.6271557
Prescription Medication,-73.9422828,40.7411807
Alcohol Involvement,-74.0076975,40.7428308
Animals Action,-74.0045609,40.7340093
Prescription Medication,-74.0838089,40.6041564
Animals Action,-73.8014289,40.7652848
Prescription Medication,-73.9460573,40.817176
Alcohol Involvement,-73.8994495,40.8332179
Prescription Medication,-73.9207095,40.6082027
Prescription Medication,-73.9532491,40.7675352
Prescription Medication,-73.8351748,40.761048
Prescription Medication,-74.0066956,40.7204364
Prescription Medication,-73.9929082,40.7478537
Alcohol Involvement,-73.9765134,40.5914514
Fell Asleep,-73.9196986,40.8378751
Prescription Medication,-73.9996824,40.738552
Prescription Medication,-73.8921621,40.6762804
Prescription Medication,-73.9969426,40.7593763
Fell Asleep,-73.9790584,40.6161249
Aggressive Driving/Road Rage,-73.9938643,40.6333475
Prescription Medication,-73.9107955,40.6263769
Prescription Medication,-73.9318162,40.7742135
Aggressive Driving/Road Rage,-73.9826602,40.6860873
Aggressive Driving/Road Rage,-73.977166,40.6307461
Prescription Medication,-73.7594406,40.7524033
Prescription Medication,-73.7677431,40.6589031
Prescription Medication,-73.7997531,40.7931329
Prescription Medication,-73.9428082,40.6923571
Prescription Medication,-74.0169266,40.6490932
Aggressive Driving/Road Rage,-73.9417588,40.7089432
Prescription Medication,-73.9189434,40.8644625
Alcohol Involvement,-73.9447576,40.7197624
Alcohol Involvement,-73.9125045,40.724257
Alcohol Involvement,-73.992772,40.5731979
Aggressive Driving/Road Rage,-73.9355612,40.8069164
Prescription Medication,-73.9499552,40.8271027
Prescription Medication,-73.823484,40.764651
Prescription Medication,-73.9954294,40.71728
Prescription Medication,-73.9862022,40.767242
Prescription Medication,-74.1137614,40.5664967
Prescription Medication,-73.9938155,40.7327302
Alcohol Involvement,-73.9390342,40.8050573
Alcohol Involvement,-73.9431239,40.8211709
Drugs (Illegal),-73.9376183,40.812739
Aggressive Driving/Road Rage,-73.9421411,40.8378034
Prescription Medication,-73.8250104,40.687951
Aggressive Driving/Road Rage,-73.9949534,40.7158555
Prescription Medication,-73.9627766,40.7151057
Prescription Medication,-73.9061105,40.9016707
Prescription Medication,-73.9887629,40.696197
Aggressive Driving/Road Rage,-73.8997812,40.8865285
Alcohol Involvement,-73.9757996,40.6235929
Alcohol Involvement,-73.7581241,40.6895371
Alcohol Involvement,-73.9161838,40.8423355
Alcohol Involvement,-73.8659021,40.6923975
Prescription Medication,-73.9991446,40.754584
Alcohol Involvement,-73.9440206,40.6270896
Prescription Medication,-73.9549463,40.7775048
Prescription Medication,-73.9936106,40.7621841
Prescription Medication,-73.9853608,40.7357898
Alcohol Involvement,-73.8903603,40.8666127
Alcohol Involvement,-73.8903603,40.8666127
Alcohol Involvement,-73.8903603,40.8666127
Alcohol Involvement,-73.91283,40.7153614
Aggressive Driving/Road Rage,-73.9332329,40.8449101
Prescription Medication,-73.7348508,40.6806751
Prescription Medication,-73.9303181,40.6774132
Prescription Medication,-73.9851922,40.7635447
Prescription Medication,-73.9181109,40.8300048
Alcohol Involvement,-73.8609622,40.6697253
Alcohol Involvement,-73.8480268,40.8190153
Prescription Medication,-74.0954369,40.5836245
Prescription Medication,-73.786687,40.7704845
Prescription Medication,-73.8319573,40.7629537
Alcohol Involvement,-74.0139621,40.7071099
Alcohol Involvement,-73.9010787,40.8627551
Prescription Medication,-74.0006314,40.7272875
Prescription Medication,-74.0068099,40.7440605
Alcohol Involvement,-73.9110367,40.699531
Prescription Medication,-73.9281412,40.824061
Aggressive Driving/Road Rage,-73.9084987,40.8538162
Prescription Medication,-73.980916,40.6449894
Alcohol Involvement,-73.7652126,40.6927879
Alcohol Involvement,-73.9987847,40.6718124
Alcohol Involvement,-73.9993434,40.7250066
Prescription Medication,-73.9621927,40.6696412
Alcohol Involvement,-73.9023562,40.6476889
Alcohol Involvement,-73.7603059,40.7616851
Alcohol Involvement,-73.9141598,40.8451775
Drugs (Illegal),-73.9557498,40.6768082
Prescription Medication,-73.9472651,40.7564741
Prescription Medication,-73.7959842,40.6924815
Prescription Medication,-73.9501807,40.7190095
Prescription Medication,-73.950939,40.8257582
Drugs (Illegal),-73.8749391,40.8729592
Prescription Medication,-73.9602427,40.6572314
Aggressive Driving/Road Rage,-73.7609719,40.6676314
Aggressive Driving/Road Rage,-73.7600568,40.667506
Aggressive Driving/Road Rage,-73.8504688,40.6905368
Prescription Medication,-73.9205559,40.7433745
Prescription Medication,-74.0057798,40.7256734
Prescription Medication,-73.9106996,40.7761313
Prescription Medication,-73.867364,40.8656855
Prescription Medication,-73.8323482,40.7596798
Prescription Medication,-73.9907077,40.6891376
Prescription Medication,-73.8888848,40.8603808
Prescription Medication,-73.8319573,40.7629537
Alcohol Involvement,-73.9038003,40.7133478
Aggressive Driving/Road Rage,-74.0166846,40.7047985
Prescription Medication,-73.9261524,40.7440288
Alcohol Involvement,-74.0115487,40.70495
Prescription Medication,-73.95673,40.6330046
Prescription Medication,-73.8532041,40.7846223
Prescription Medication,-73.7853511,40.7122849
Prescription Medication,-74.0013891,40.7276608
Prescription Medication,-73.9605238,40.7973677
Prescription Medication,-73.9771875,40.747009
Alcohol Involvement,-73.783672,40.7472747
Prescription Medication,-73.9431979,40.6454875
Prescription Medication,-73.8247175,40.7554882
Prescription Medication,-73.9774579,40.6840525
Prescription Medication,-73.9953068,40.6661587
Prescription Medication,-73.9538481,40.6637286
Prescription Medication,-73.7352014,40.6677342
Prescription Medication,-73.8703694,40.7334973
Alcohol Involvement,-73.8598452,40.6952339
Prescription Medication,-73.9657826,40.7128614
Prescription Medication,-73.8658311,40.7366431
Aggressive Driving/Road Rage,-74.0081666,40.6538564
Prescription Medication,-74.1694734,40.5591268
Prescription Medication,-73.9634255,40.7618573
Prescription Medication,-73.9014133,40.7004921
Prescription Medication,-73.7504093,40.6919168
Prescription Medication,-73.9259009,40.7722611
Prescription Medication,-74.0055664,40.633084
Prescription Medication,-73.9765763,40.627573
Alcohol Involvement,-73.8842926,40.7549184
Alcohol Involvement,-73.9596347,40.5779945
Prescription Medication,-73.9830474,40.5954133
Prescription Medication,-73.9539913,40.717356
Alcohol Involvement,-73.7777101,40.7220991
Prescription Medication,-73.9760491,40.7514416
Prescription Medication,-73.8680486,40.8777986
Alcohol Involvement,-73.9049326,40.8627501
Prescription Medication,-73.8079259,40.7017656
Alcohol Involvement,-73.7724078,40.7832816
Fell Asleep,-73.8544097,40.8541998
Alcohol Involvement,-73.7189455,40.7469456
Alcohol Involvement,-73.9188208,40.8049049
Aggressive Driving/Road Rage,-74.1722367,40.5463263
Prescription Medication,-73.8332862,40.7627471
Prescription Medication,-73.9823973,40.5755134
Aggressive Driving/Road Rage,-73.9698874,40.7529991
Prescription Medication,-74.1444428,40.5438696
Prescription Medication,-73.9637097,40.6775274
Prescription Medication,-73.9679733,40.8005073
Prescription Medication,-73.941936,40.7870644
Alcohol Involvement,-73.9959428,40.758981
Alcohol Involvement,-74.0069744,40.7294941
Aggressive Driving/Road Rage,-73.9985813,40.7642812
Aggressive Driving/Road Rage,-74.0026387,40.7601586
Prescription Medication,-73.9498624,40.681804
Prescription Medication,-73.9087095,40.8240665
Prescription Medication,-73.8007952,40.7768062
Prescription Medication,-73.7552743,40.6053345
Prescription Medication,-73.7728608,40.7362694
Drugs (Illegal),-73.9787983,40.7774101
Aggressive Driving/Road Rage,-73.9885347,40.702488
Fell Asleep,-73.7722411,40.74588
Prescription Medication,-73.8457792,40.7848926
Prescription Medication,-73.9345761,40.7396752
Prescription Medication,-73.956504,40.7476206
Alcohol Involvement,-74.0210119,40.6334692
Animals Action,-73.7667903,40.6850398
Prescription Medication,-73.9529869,40.678723
Prescription Medication,-73.9969426,40.7593763
Prescription Medication,-73.8333515,40.7640838
Alcohol Involvement,-73.8797182,40.8695471
Prescription Medication,-73.9749156,40.7616682
Prescription Medication,-74.0074808,40.7409424
Alcohol Involvement,-73.8336698,40.6814203
Prescription Medication,-73.9011681,40.6737056
Prescription Medication,-73.8291334,40.7605122
Aggressive Driving/Road Rage,-74.0122563,40.64992
Prescription Medication,-73.9379797,40.711815
Prescription Medication,-73.9253282,40.6711685
Alcohol Involvement,-73.9251435,40.8100528
Alcohol Involvement,-73.9532221,40.7083529
Alcohol Involvement,-73.8406244,40.6740302
Alcohol Involvement,-73.8783681,40.7299955
Prescription Medication,-74.1472913,40.5433582
Prescription Medication,-73.9129533,40.8142683
Prescription Medication,-73.988033,40.7647362
Prescription Medication,-73.9498756,40.6018539
Alcohol Involvement,-73.9138486,40.8538121
Prescription Medication,-73.944679,40.8410516
Prescription Medication,-73.9509287,40.7858664
Prescription Medication,-73.9629407,40.7119054
Alcohol Involvement,-73.9085311,40.8092668
Alcohol Involvement,-73.8853466,40.8387929
Prescription Medication,-74.0032374,40.7489737
Prescription Medication,-73.9138567,40.7750605
Alcohol Involvement,-73.9352238,40.6969863
Alcohol Involvement,-73.8838558,40.7280359
Prescription Medication,-73.917563,40.613056
Prescription Medication,-73.9703673,40.7940523
Prescription Medication,-73.9880022,40.6750759
Alcohol Involvement,-73.9981159,40.6258159
Prescription Medication,-73.9189434,40.8644625
Alcohol Involvement,-73.8552926,40.7025952
Alcohol Involvement,-73.8903603,40.8666127
Alcohol Involvement,-73.8346973,40.7468899
Prescription Medication,-73.9141305,40.671877
Aggressive Driving/Road Rage,-74.0099521,40.7369678
Prescription Medication,-74.0070233,40.7488912
Prescription Medication,-73.9885607,40.7186711
Prescription Medication,-73.9374202,40.8043758
Prescription Medication,-73.9000387,40.8234829
Alcohol Involvement,-73.9090412,40.8060668
Alcohol Involvement,-73.9527522,40.714737
Alcohol Involvement,-73.9781533,40.6302824
Prescription Medication,-73.890025,40.5818466
Alcohol Involvement,-73.8208619,40.6953527
Prescription Medication,-73.9750141,40.7876856
Prescription Medication,-73.9665842,40.7615508
Prescription Medication,-73.9792863,40.6364144
Prescription Medication,-73.9279746,40.7442385
Prescription Medication,-73.9935606,40.7571447
Alcohol Involvement,-73.9203819,40.7329414
Prescription Medication,-73.8837176,40.6376805
Alcohol Involvement,-74.0994918,40.5940485
Prescription Medication,-74.1471027,40.5410116
Aggressive Driving/Road Rage,-73.9778743,40.7547274
Alcohol Involvement,-73.7555721,40.665737
Alcohol Involvement,-73.9390181,40.8108569
Prescription Medication,-73.9969843,40.7165417
Aggressive Driving/Road Rage,-73.903572,40.7656519
Prescription Medication,-73.9807025,40.6853239
Prescription Medication,-74.006299,40.7225499
Prescription Medication,-73.9245917,40.6466434
Prescription Medication,-73.9095866,40.7449392
Prescription Medication,-73.9580032,40.7108634
Prescription Medication,-73.9201153,40.6683763
Drugs (Illegal),-73.8609651,40.9008294
Prescription Medication,-73.9601965,40.6984634
Prescription Medication,-73.9526861,40.7723438
Alcohol Involvement,-73.9868516,40.751081
Prescription Medication,-73.9832638,40.694813
Prescription Medication,-73.8214566,40.7870423
Fell Asleep,-73.7792302,40.767701
Prescription Medication,-73.9562279,40.6404318
Fell Asleep,-73.9436089,40.7831836
Prescription Medication,-73.9876715,40.7285961
Aggressive Driving/Road Rage,-73.9043888,40.675207
Aggressive Driving/Road Rage,-73.9316013,40.8323165
Alcohol Involvement,-74.1926252,40.5670933
Alcohol Involvement,-73.8864328,40.8503081
Aggressive Driving/Road Rage,-73.9918003,40.6594585
Prescription Medication,-73.9473835,40.5837124
Prescription Medication,-73.999242,40.7595273
Prescription Medication,-73.999242,40.7595273
Prescription Medication,-73.9450561,40.7476651
Prescription Medication,-73.9806751,40.7799246
Prescription Medication,-73.967016,40.7935573
Aggressive Driving/Road Rage,-73.9855364,40.7579729
Prescription Medication,-73.9490836,40.7243366
Aggressive Driving/Road Rage,-73.9454502,40.7027611
Alcohol Involvement,-73.8538326,40.7549579
Prescription Medication,-73.9859454,40.752316
Prescription Medication,-73.9344002,40.7460347
Alcohol Involvement,-73.877346,40.7129192
Drugs (Illegal),-73.9715083,40.617331
Alcohol Involvement,-73.90738,40.7771964
Aggressive Driving/Road Rage,-74.0021659,40.6529481
Alcohol Involvement,-73.8991212,40.8256971
Prescription Medication,-73.77381,40.6862725
Prescription Medication,-73.8674729,40.742096
Aggressive Driving/Road Rage,-73.9195434,40.6314722
Fell Asleep,-73.9841495,40.5790517
Prescription Medication,-73.9830501,40.6983784
Prescription Medication,-73.8380482,40.6986884
Prescription Medication,-74.0210119,40.6334692
Alcohol Involvement,-73.9556973,40.7070418
Prescription Medication,-74.014457,40.7109059
Fell Asleep,-74.162528,40.5415014
Aggressive Driving/Road Rage,-74.0774978,40.5903051
Prescription Medication,-73.9396157,40.6577686
Prescription Medication,-74.004927,40.7570213
Prescription Medication,-73.9919214,40.7311655
Prescription Medication,-73.8804583,40.8822201
Prescription Medication,-73.9233379,40.7437003
Prescription Medication,-73.8141327,40.7651825
Prescription Medication,-73.9761991,40.6852929
Prescription Medication,-73.7847053,40.6866475
Alcohol Involvement,-73.8428931,40.7209662
Prescription Medication,-73.8357812,40.7508055
Prescription Medication,-73.9996896,40.7589235
Prescription Medication,-73.9987944,40.7601531
Prescription Medication,-73.9579029,40.7611802
Fell Asleep,-73.9644216,40.6811205
Prescription Medication,-73.9016016,40.8196938
Alcohol Involvement,-73.906022,40.7032764
Prescription Medication,-73.9535426,40.6106525
Fell Asleep,-73.7750512,40.7619097
Prescription Medication,-73.8542199,40.6851838
Prescription Medication,-73.982638,40.7849752
Prescription Medication,-73.9665842,40.7615508
Prescription Medication,-73.7313244,40.7612671
Prescription Medication,-73.8904581,40.8489314
Prescription Medication,-74.0099287,40.6521655
Aggressive Driving/Road Rage,-73.9907077,40.6891376
Alcohol Involvement,-73.9884946,40.6419547
Prescription Medication,-74.1348723,40.5582723
Prescription Medication,-73.9765017,40.7883117
Alcohol Involvement,-73.9189996,40.7589746
Prescription Medication,-73.9428513,40.7051807
Aggressive Driving/Road Rage,-73.8786343,40.8730592
Aggressive Driving/Road Rage,-73.9974342,40.7416425
Prescription Medication,-73.996771,40.725432
Alcohol Involvement,-73.834937,40.71717
Prescription Medication,-73.8956526,40.7426849
Prescription Medication,-74.0644743,40.5974084
Prescription Medication,-73.8322799,40.847006
Prescription Medication,-73.9140975,40.8123012
Prescription Medication,-73.8182648,40.7498267
Alcohol Involvement,-73.8771715,40.8819944
Fell Asleep,-73.9031361,40.8700248
Aggressive Driving/Road Rage,-73.9080899,40.6761899
Aggressive Driving/Road Rage,-73.9324351,40.8510962
Prescription Medication,-74.0051243,40.7408492
Prescription Medication,-73.973607,40.747925
Prescription Medication,-73.8546637,40.8488205
Alcohol Involvement,-73.9698248,40.5884279
Prescription Medication,-73.9984879,40.7452931
Prescription Medication,-73.9103026,40.8054914
Prescription Medication,-73.9666173,40.7532425
Prescription Medication,-73.9146988,40.6898365
Alcohol Involvement,-73.9529114,40.7140618
Prescription Medication,-73.9721247,40.7456822
Prescription Medication,-73.9721247,40.7456822
Alcohol Involvement,-73.9189996,40.7589746
Prescription Medication,-73.8276769,40.832359
Prescription Medication,-73.9551212,40.6894449
Alcohol Involvement,-73.9213219,40.7395242
Alcohol Involvement,-74.1508395,40.5499631
Prescription Medication,-73.9930696,40.7578281
Prescription Medication,-74.0039287,40.7208537
Aggressive Driving/Road Rage,-73.9303559,40.834506
Prescription Medication,-73.9891656,40.7478946
Alcohol Involvement,-73.8840996,40.7538313
Prescription Medication,-73.8796375,40.8761837
Prescription Medication,-73.9325528,40.7278633
Aggressive Driving/Road Rage,-73.8488824,40.7270264
Prescription Medication,-74.0125342,40.6326333
Prescription Medication,-73.9550764,40.8200975
Prescription Medication,-73.9945485,40.7707422
Prescription Medication,-73.9533713,40.6806417
Prescription Medication,-73.8439779,40.7214535
Alcohol Involvement,-73.7891183,40.7654386
Prescription Medication,-73.9796825,40.6366396
Prescription Medication,-73.7744415,40.7149045
Alcohol Involvement,-73.8616432,40.7324716
Drugs (Illegal),-73.9552712,40.6701245
Prescription Medication,-73.9476066,40.7536142
Alcohol Involvement,-73.788475,40.6713276
Prescription Medication,-73.9862873,40.7222418
Prescription Medication,-73.9949215,40.7552921
Prescription Medication,-73.9147428,40.8443435
Prescription Medication,-73.9387055,40.7070148
Aggressive Driving/Road Rage,-73.9991446,40.754584
Aggressive Driving/Road Rage,-73.8051608,40.7655794
Prescription Medication,-73.766503,40.5961682
Alcohol Involvement,-74.0135519,40.6767967
Prescription Medication,-73.9618989,40.6981895
Prescription Medication,-73.8552926,40.7025952
Prescription Medication,-73.9374216,40.7337618
Prescription Medication,-74.0348713,40.6113676
Aggressive Driving/Road Rage,-73.9219744,40.6753493
Prescription Medication,-73.7635067,40.6999702
Prescription Medication,-74.1459041,40.5424295
Prescription Medication,-73.8827328,40.8536502
Prescription Medication,-73.9598617,40.6556338
Prescription Medication,-73.9693376,40.763547
Fell Asleep,-73.9056565,40.6455479
Prescription Medication,-73.8680511,40.7325834
Alcohol Involvement,-74.0032408,40.6718514
Prescription Medication,-73.8946594,40.7545825
Aggressive Driving/Road Rage,-73.8138031,40.7888417
Alcohol Involvement,-73.8920379,40.844341
Prescription Medication,-73.8726564,40.7357423
Prescription Medication,-73.9241857,40.7090648
Alcohol Involvement,-73.8695622,40.7643309
Fell Asleep,-73.8644784,40.8410869
Prescription Medication,-73.952663,40.6524883
Alcohol Involvement,-73.8655497,40.7384268
Fell Asleep,-73.9946319,40.7658813
Prescription Medication,-74.0106725,40.7291123
Prescription Medication,-74.007459,40.7072203
Drugs (Illegal),-73.9636635,40.6828056
Prescription Medication,-73.9749359,40.7460781
Prescription Medication,-73.9996824,40.738552
Aggressive Driving/Road Rage,-73.9977585,40.7564889
Prescription Medication,-73.9895054,40.767816
Prescription Medication,-73.7623959,40.7627105
Prescription Medication,-73.9353802,40.6212167
Prescription Medication,-73.9749156,40.7616682
Prescription Medication,-73.9313824,40.6661246
Prescription Medication,-73.7468401,40.6091096
Alcohol Involvement,-73.8767805,40.8802593
Aggressive Driving/Road Rage,-73.7623582,40.5972302
Aggressive Driving/Road Rage,-73.9859454,40.752316
Prescription Medication,-73.941285,40.6366868
Alcohol Involvement,-74.2443307,40.5042903
Prescription Medication,-73.9434704,40.6173838
Prescription Medication,-73.9313928,40.8137456
Alcohol Involvement,-73.9421068,40.7110596
Animals Action,-74.1778131,40.5513532
Alcohol Involvement,-73.8859266,40.6304283
Prescription Medication,-73.9080232,40.8317676
Prescription Medication,-73.7697441,40.6837777
Prescription Medication,-73.9780417,40.6848568
Aggressive Driving/Road Rage,-73.8649925,40.6821283
Prescription Medication,-73.7746859,40.75892
Prescription Medication,-73.999242,40.7595273
Alcohol Involvement,-73.8957945,40.8642161
Alcohol Involvement,-73.8957945,40.8642161
Alcohol Involvement,-74.0994918,40.5940485
Drugs (Illegal),-73.8521639,40.6936625
Prescription Medication,-73.9818487,40.7662862
Aggressive Driving/Road Rage,-73.8415145,40.6832621
Prescription Medication,-73.9939358,40.7589782
Aggressive Driving/Road Rage,-73.9034332,40.8322167
Alcohol Involvement,-73.9158069,40.7574737
Alcohol Involvement,-73.7826497,40.6670766
Prescription Medication,-74.0017553,40.6600132
Prescription Medication,-73.9480726,40.5817859
Prescription Medication,-73.9983142,40.7608228
Prescription Medication,-73.9625151,40.7631141
Prescription Medication,-73.8670978,40.7474314
Alcohol Involvement,-73.8653449,40.7558009
Prescription Medication,-73.9310563,40.7549751
Prescription Medication,-73.8003012,40.7597028
Prescription Medication,-73.7393814,40.7557604
Prescription Medication,-73.9904979,40.6431653
Fell Asleep,-73.9794428,40.6427961
Prescription Medication,-73.9969426,40.7593763
Alcohol Involvement,-74.0026387,40.7601586
Aggressive Driving/Road Rage,-73.9448294,40.616045
Prescription Medication,-73.9587761,40.7268904
Prescription Medication,-73.9515291,40.7994585
Alcohol Involvement,-74.1055767,40.5619893
Prescription Medication,-73.9077366,40.6579423
Prescription Medication,-74.1508395,40.5499631
Prescription Medication,-73.8175107,40.7774158
Prescription Medication,-73.8061157,40.7227546
Prescription Medication,-73.7786767,40.7854447
Prescription Medication,-74.0149606,40.7047603
Prescription Medication,-73.9904546,40.6937214
Alcohol Involvement,-74.0117465,40.7223244
Aggressive Driving/Road Rage,-74.0014293,40.7514468
Prescription Medication,-73.7833705,40.7068328
Prescription Medication,-73.8662367,40.7557058
Alcohol Involvement,-73.8640475,40.7371625
Aggressive Driving/Road Rage,-73.847997,40.9032529
Prescription Medication,-73.8637167,40.7577258
Alcohol Involvement,-73.9877793,40.7506611
Aggressive Driving/Road Rage,-73.8276856,40.6894756
Alcohol Involvement,-73.7265142,40.7626446
Aggressive Driving/Road Rage,-73.8261418,40.6661317
Alcohol Involvement,-73.9497689,40.6526435
Prescription Medication,-73.7675188,40.7604922
Prescription Medication,-73.814293,40.7025309
Prescription Medication,-74.0084556,40.6311515
Alcohol Involvement,-74.0018117,40.7458255
Alcohol Involvement,-73.9176873,40.8160806
Prescription Medication,-73.9223863,40.804696
Alcohol Involvement,-73.8414102,40.7816918
Alcohol Involvement,-73.8993168,40.8540693
Prescription Medication,-73.7398536,40.7512985
Prescription Medication,-73.9775129,40.6598628
Alcohol Involvement,-73.7894084,40.6668416
Alcohol Involvement,-73.7758397,40.7786131
Prescription Medication,-73.7638884,40.6808069
Aggressive Driving/Road Rage,-73.8204183,40.7097865
Alcohol Involvement,-73.9282769,40.8188104
Alcohol Involvement,-73.8873872,40.6409806
Alcohol Involvement,-73.940233,40.7170917
Prescription Medication,-73.9224254,40.6812097
Prescription Medication,-74.0038223,40.753261
Alcohol Involvement,-73.8122143,40.7542086
Alcohol Involvement,-73.9993335,40.6916827
Prescription Medication,-73.9541633,40.7872263
Prescription Medication,-74.0027863,40.7495913
Alcohol Involvement,-73.997557,40.6401355
Prescription Medication,-73.8993929,40.6388234
Prescription Medication,-73.9127392,40.8618642
Alcohol Involvement,-73.892095,40.6286583
Aggressive Driving/Road Rage,-73.8194251,40.6945792
Alcohol Involvement,-73.9446133,40.7159383
Alcohol Involvement,-73.8572472,40.7178448
Prescription Medication,-73.9319164,40.8493091
Prescription Medication,-73.9033565,40.6984351
Prescription Medication,-74.0179326,40.6377818
Alcohol Involvement,-73.9546088,40.7323234
Alcohol Involvement,-73.8715971,40.7311821
Prescription Medication,-73.9983142,40.7608228
Prescription Medication,-73.999242,40.7595273
Alcohol Involvement,-73.8559144,40.7302934
Alcohol Involvement,-73.9987154,40.7347834
Alcohol Involvement,-73.9496941,40.8236031
Alcohol Involvement,-73.7833705,40.7068328
Alcohol Involvement,-73.875385,40.7527627
Alcohol Involvement,-73.9427825,40.8273436
Prescription Medication,-73.9634255,40.7618573
Fell Asleep,-73.8179871,40.7193567
Prescription Medication,-73.9128646,40.611639
Prescription Medication,-74.0070233,40.7488912
Prescription Medication,-73.7532016,40.5951359
Aggressive Driving/Road Rage,-73.8235135,40.7562659
Prescription Medication,-73.9455181,40.6196053
Prescription Medication,-73.7676685,40.7569079
Fell Asleep,-73.8295113,40.6653987
Prescription Medication,-73.9977679,40.6911938
Alcohol Involvement,-73.8810464,40.8284328
Prescription Medication,-74.0055325,40.7458144
Aggressive Driving/Road Rage,-73.9553837,40.8254655
Prescription Medication,-73.7835778,40.681842
Alcohol Involvement,-73.8051521,40.7278033
Animals Action,-73.8548409,40.6864472
Prescription Medication,-73.8193412,40.5857865
Prescription Medication,-73.9877415,40.7006626
Prescription Medication,-73.9179381,40.8265162
Alcohol Involvement,-73.9736856,40.6770772
Prescription Medication,-73.9959428,40.758981
Drugs (Illegal),-73.971314,40.7927515
Prescription Medication,-73.831773,40.7644548
Alcohol Involvement,-73.7772808,40.6921147
Prescription Medication,-73.9872553,40.6220219
Prescription Medication,-73.9338317,40.7516035
Prescription Medication,-73.9940403,40.7203211
Prescription Medication,-73.9938643,40.6333475
Prescription Medication,-73.9422999,40.8172264
Prescription Medication,-73.9637277,40.7770056
Prescription Medication,-73.7682612,40.7515019
Alcohol Involvement,-73.8342703,40.6414653
Prescription Medication,-73.9977585,40.7564889
Aggressive Driving/Road Rage,-73.9461097,40.6363872
Alcohol Involvement,-73.8701681,40.7609006
Prescription Medication,-73.9488916,40.7111671
Prescription Medication,-73.9141598,40.8451775
Alcohol Involvement,-74.1402393,40.5725279
Prescription Medication,-73.9751333,40.7584871
Prescription Medication,-73.8258072,40.7445767
Prescription Medication,-73.9093749,40.8448335
Alcohol Involvement,-73.8044909,40.6961687
Prescription Medication,-73.959159,40.6083847
Prescription Medication,-74.1095415,40.6379863
Prescription Medication,-74.0086456,40.707341
Alcohol Involvement,-73.979056,40.750218
Prescription Medication,-73.8450175,40.7816857
Prescription Medication,-73.7782698,40.7579827
Aggressive Driving/Road Rage,-73.9855724,40.5751488
Prescription Medication,-73.9474574,40.6865789
Prescription Medication,-73.9707596,40.7558237
Prescription Medication,-73.8526035,40.752541
Alcohol Involvement,-74.1649971,40.5404466
Aggressive Driving/Road Rage,-73.9463403,40.7189892
